emb 0,emb 1,emb 2,emb 3,emb 4,emb 5,emb 6,emb 7,labels
1.2579225,1.0166346,0.986971,1.5191171,1.4606273,1.0807067,1.2755008,1.14328,angry
1.0791365,1.3092399,1.1300186,1.259443,1.3419954,1.0620226,1.3657117,1.1218303,angry
1.0857153,1.209022,1.1358701,1.3103192,1.3041663,1.2350053,1.2906575,1.2927724,angry
1.232185,1.0926331,1.1127498,1.461806,1.3195527,1.2568207,1.2997528,1.0095896,angry
1.1546499,1.2448524,1.1031799,1.4548671,1.4894568,1.3307291,1.2402997,1.2242247,angry
1.1780368,1.2399381,1.2623256,1.2680262,1.1781785,1.2070166,1.2959313,1.214856,angry
1.253252,1.1667781,1.2381953,1.2770838,1.2956243,1.2918234,1.2072436,1.4285939,angry
1.144205,1.3173541,1.2416852,1.5511837,1.37847,1.2607415,1.3741969,1.1207391,angry
1.2095833,1.3073246,1.084107,1.2148415,1.5830629,1.2484305,1.2180369,1.393676,angry
1.1886685,1.2065609,1.2079378,1.2348421,1.2832817,1.2188017,1.2397805,1.1566372,angry
1.1173623,1.2865944,0.9807613,1.3603208,1.2958852,1.1120626,1.314607,1.183673,angry
0.91568667,1.2030082,1.2105818,1.3780371,1.4587514,1.3291874,1.3686029,1.0765997,angry
1.5869255,1.2593533,1.2409087,1.281935,1.3318107,1.4269418,1.3058422,1.2851592,angry
1.1494858,1.3677591,1.2202957,1.303991,1.2881405,1.2301481,1.3580871,0.9944131,angry
1.0764871,1.1362802,1.0313529,1.3124206,1.0916984,1.2434129,1.4118361,1.1141517,angry
1.3849797,1.2116641,1.049863,1.5498924,1.1614273,1.4289368,1.2929095,1.1719656,angry
1.2111505,1.1738071,1.1655096,1.2481377,1.2507808,1.1097282,1.3640312,1.3541008,angry
0.91568667,1.2030082,1.2105818,1.3780371,1.4587514,1.3291874,1.3686029,1.0765997,angry
1.114954,1.3488556,1.052789,1.283934,1.4835411,1.1815095,1.4263155,1.1634672,angry
1.1938351,1.2232164,1.2289587,1.188333,1.1632074,1.0351514,1.3278618,1.0962309,angry
1.2568425,1.1877884,0.99650687,1.2556489,1.268783,1.0404809,1.332724,1.1800581,angry
1.2035894,1.2759322,0.99495894,1.1915654,1.2188314,1.1133547,1.3217206,1.229345,angry
1.3384893,1.0126607,1.1724737,1.262818,1.2245584,1.0997758,1.4609919,1.4754202,angry
1.1939,1.2349722,1.1969508,1.4152801,1.3046397,1.5177349,1.3586668,1.0227058,angry
1.2362585,1.1650357,1.0229626,1.3993735,1.0887501,1.2393594,1.3551296,1.1393561,angry
1.2547859,1.115174,1.2350987,1.1645472,1.1619806,1.1261145,1.2952831,1.3150413,angry
1.0501684,1.2667773,1.379107,1.2413865,1.0791922,1.4254878,1.3734546,1.0656483,angry
1.230852,1.3032781,1.1143829,1.3685125,1.1219203,1.1450591,1.3199637,1.2268517,angry
1.3374094,1.1430647,0.88155174,1.3901141,1.2762605,1.1772956,1.2550565,1.2668301,angry
1.146877,1.3677711,1.2963276,1.1898607,1.4595793,1.1819566,1.3972467,0.94870925,angry
1.1819615,1.3339736,1.1633804,1.337526,1.2714288,1.2651061,1.398867,0.94210887,angry
1.3268782,1.2818633,1.1711893,1.156183,1.2448671,0.99342763,1.3518978,1.2494825,angry
1.3273307,1.2893524,1.1469921,1.227965,1.4051454,1.0851566,1.3974223,1.1355512,angry
1.0611255,0.96313816,1.143642,1.281587,1.1216327,1.2169595,1.4067787,1.0105085,angry
1.2474179,1.2459347,1.1934178,1.1126746,1.1831522,1.22649,1.2513666,1.3555969,angry
1.326769,1.2692618,1.3425443,1.5054171,1.3690454,1.0827198,1.333832,1.1235439,angry
1.1608644,1.402746,1.2984319,1.3031986,1.3650591,1.441296,1.2476295,1.156246,angry
1.1753385,1.2545398,1.2697417,1.3273761,1.4356836,1.3359995,1.248508,1.2843982,angry
1.2320391,1.3000938,1.2551916,1.209986,1.3171796,0.97565633,1.4732848,1.0386722,angry
1.1886685,1.2065609,1.2079378,1.2348421,1.2832817,1.2188017,1.2397805,1.1566372,angry
1.1759415,1.1546268,1.1354864,1.3085952,1.2142347,1.2271945,1.3164665,1.1323211,angry
1.2796233,1.3122364,0.9171564,1.5119956,1.3112216,1.2321248,1.4316015,0.9866432,angry
1.1606418,1.3575422,1.1583346,1.2157366,1.1151053,1.2709206,1.364549,1.1938623,angry
1.230852,1.3032781,1.1143829,1.3685125,1.1219203,1.1450591,1.3199637,1.2268517,angry
1.195407,1.0885873,1.2718621,1.1196548,1.2080858,0.9990659,1.3423555,1.3125885,angry
1.1886685,1.2065609,1.2079378,1.2348421,1.2832817,1.2188017,1.2397805,1.1566372,angry
1.0560384,1.3029567,0.9436493,1.3930087,1.4067847,1.3367509,1.2841017,1.1316786,angry
1.4280951,1.1522534,1.206723,1.384406,1.3298625,1.3057806,1.3238436,1.0999783,angry
1.2107261,1.2344825,1.3012888,1.2223663,1.3858355,1.2949684,1.3186166,1.2657334,angry
1.1295649,1.3908963,1.0299186,1.4703526,1.2257357,1.3573484,1.2368797,1.2782656,angry
1.1648732,1.1669576,1.0466838,1.6145277,1.1393737,1.3639499,1.449292,1.0918156,angry
1.1131673,1.2172409,1.2523218,1.4896072,1.3120521,1.297401,1.3049785,1.2241367,angry
1.4119239,1.2822822,1.0041672,1.4747401,1.0893604,1.1752295,1.660004,1.3101481,angry
1.5038484,1.2274926,1.101357,1.436976,1.3761464,1.3727144,1.3531833,1.1899136,angry
1.2527194,1.2055092,1.3514826,1.2231985,1.0831982,1.267121,1.3887192,1.0756924,angry
1.1678087,1.0838252,1.1041332,1.5635929,1.3522484,1.4203875,1.2313286,1.0471486,angry
1.3273307,1.2893524,1.1469921,1.227965,1.4051454,1.0851566,1.3974223,1.1355512,angry
1.2547859,1.115174,1.2350987,1.1645472,1.1619806,1.1261145,1.2952831,1.3150413,angry
1.241313,1.2281661,1.1113244,1.3427328,1.2583545,0.9933646,1.3980713,1.1381553,angry
1.1769327,1.2546806,1.1822445,1.3193638,1.3657944,1.2260402,1.2902601,1.2414346,angry
1.3737526,1.130403,1.1590677,1.3497264,1.2909073,1.1523316,1.382969,1.1817498,angry
1.1886098,1.1457615,0.93773097,1.4213908,1.4396728,0.988035,1.5345509,1.0054666,angry
1.4619074,1.2120155,1.2029182,1.4244356,1.3441951,1.3108529,1.3366698,1.2105678,angry
1.0137957,1.276834,1.162435,1.1264246,0.99547815,1.4263742,1.2448522,1.3247612,angry
1.1648732,1.1669576,1.0466838,1.6145277,1.1393737,1.3639499,1.449292,1.0918156,angry
1.1678087,1.0838252,1.1041332,1.5635929,1.3522484,1.4203875,1.2313286,1.0471486,angry
1.304462,1.2171202,1.2095956,1.2267706,1.241374,1.1983209,1.4434469,1.1526345,angry
1.3537141,1.1917663,1.3208791,1.2361428,1.2232194,1.117403,1.3459237,1.0592425,angry
1.1568128,1.1872963,1.1679082,1.1938385,1.1011051,1.1938416,1.3257658,1.1336596,angry
1.1129757,1.2302543,1.2458453,1.4007523,1.2779969,1.3336575,1.2261235,1.4003149,angry
1.2366151,1.2608825,1.243284,1.3760616,0.96818197,1.3520751,1.4176031,1.1928079,angry
1.1389464,1.085866,1.3163798,1.2391677,1.4030601,1.1294662,1.3060789,1.1127957,angry
1.368105,1.2191888,1.1059725,1.3695475,1.4308602,1.2733506,1.3915753,1.132729,angry
1.1886098,1.1457615,0.93773097,1.4213908,1.4396728,0.988035,1.5345509,1.0054666,angry
1.1769327,1.2546806,1.1822445,1.3193638,1.3657944,1.2260402,1.2902601,1.2414346,angry
1.3384893,1.0126607,1.1724737,1.262818,1.2245584,1.0997758,1.4609919,1.4754202,angry
1.2689267,1.3067591,1.1176516,1.3360701,1.287622,1.2420908,1.2343104,1.2318327,angry
1.164827,1.3853667,1.0606971,1.4616979,1.1490352,1.2439009,1.316914,1.0868438,angry
1.1767557,1.3232064,0.8853148,1.1754768,1.1747686,1.2339686,1.2355484,1.3327881,angry
1.1440791,1.3770685,1.255647,1.2748218,1.4431547,1.3088522,1.3121188,1.188081,angry
1.1825929,1.2322657,1.2809037,1.2739912,1.0768454,1.3985789,1.384308,0.939537,angry
1.4280951,1.1522534,1.206723,1.384406,1.3298625,1.3057806,1.3238436,1.0999783,angry
1.3326528,1.3602023,1.1095866,1.410445,1.3601753,1.1030942,1.4254403,0.9965544,angry
1.1753385,1.2545398,1.2697417,1.3273761,1.4356836,1.3359995,1.248508,1.2843982,angry
1.2526664,1.4949739,1.2327023,1.5067636,1.2863061,1.3080139,1.4001607,1.1255133,angry
1.2612642,1.2294855,1.1444987,1.3765932,1.2713356,1.3172057,1.2170817,1.2296357,angry
1.2213198,1.2483288,1.0867065,1.2242779,1.2627708,1.2856063,1.2121507,0.94295335,angry
1.4179945,1.0465231,1.1816101,1.3923212,1.2657487,1.3620977,1.077919,1.4385464,angry
1.2148523,1.1802192,0.9477744,1.4215045,1.253334,1.1525449,1.3484619,1.115806,angry
1.2527194,1.2055092,1.3514826,1.2231985,1.0831982,1.267121,1.3887192,1.0756924,angry
1.1835918,1.2011094,1.1763798,1.3232863,1.3261211,1.0714668,1.320597,1.0944598,angry
0.954517,1.1825099,1.1216735,1.4368837,1.5430734,1.4260852,1.2989709,1.0251155,angry
1.2692233,1.3015487,1.1531328,1.3162143,1.2049813,1.3410443,1.194436,1.3410834,angry
1.3529893,1.2275516,1.1981381,1.0928127,1.2191156,1.0414057,1.289141,1.2716428,angry
1.0587226,1.1129938,1.3439404,1.214156,1.3695357,1.1039964,1.324003,1.0680839,angry
1.2532843,1.3798226,1.0717001,1.2544882,1.2333721,1.1517401,1.3801907,1.0622429,angry
1.2354344,1.2927483,1.3182765,1.2185086,1.1203822,1.4509729,1.3255503,1.1496303,angry
1.1608644,1.402746,1.2984319,1.3031986,1.3650591,1.441296,1.2476295,1.156246,angry
1.3022761,1.3661537,1.2580444,1.3772237,1.3532236,1.4262079,1.2619833,1.1977261,angry
1.3928308,1.3861518,1.2262837,0.9501634,1.3517408,1.2874018,1.4659358,1.4364089,angry
1.0096583,1.2462041,1.1344241,1.3215023,1.2582352,1.1089453,1.3598982,1.0564965,angry
1.1546499,1.2448524,1.1031799,1.4548671,1.4894568,1.3307291,1.2402997,1.2242247,angry
1.2341177,1.3379809,0.98985976,1.1921507,1.4031554,1.1303605,1.3415462,1.3258795,angry
1.2581095,1.199211,1.3044657,1.1411372,1.1073667,1.218769,1.2635247,1.1276226,angry
1.2220579,1.1455514,1.3014079,1.1103057,1.1170871,1.1537815,1.329755,1.286982,angry
1.1568128,1.1872963,1.1679082,1.1938385,1.1011051,1.1938416,1.3257658,1.1336596,angry
1.3275137,1.0436627,1.2425967,1.4885164,1.4398812,1.4189126,1.0571225,1.2245978,angry
1.4692631,1.2256719,1.0756873,1.3229856,1.1611404,1.1879641,1.3256712,1.1464334,angry
1.4327296,1.1481997,1.1763463,1.3693203,1.2786846,1.2777147,1.3025732,1.1594636,angry
1.2589777,1.2769312,1.1042038,1.3013761,1.6263922,1.1674178,1.4427975,0.9657573,angry
1.0033785,1.1930406,0.95010877,1.2679349,1.2405779,1.2208558,1.2682104,1.2352809,angry
0.9802678,1.2936972,0.8372117,1.3275388,1.3791823,1.2365541,1.2971282,0.9730957,angry
1.1433474,1.2411671,1.0525765,1.1338323,1.0014446,1.2473242,1.3591512,1.1890701,angry
1.4692631,1.2256719,1.0756873,1.3229856,1.1611404,1.1879641,1.3256712,1.1464334,angry
1.3606621,1.3412555,1.205487,1.3031497,1.3067111,1.2139649,1.536655,0.91392326,angry
1.2283401,1.4114547,1.2977618,1.1755973,1.2721945,1.0261916,1.4329714,1.1153045,angry
1.2442672,1.2954526,1.0180306,1.3355367,1.2301925,1.168905,1.2284648,1.2491679,angry
1.4151384,1.1521553,1.066,1.4161085,1.1802629,1.2723993,1.3505727,1.0343966,angry
1.2130871,1.2052529,1.2663611,1.2621433,1.3809488,1.1347162,1.3037703,1.1172026,angry
1.4241203,1.404532,1.2243913,1.1635407,1.470061,1.2629917,1.4645805,1.3643644,angry
1.1980826,1.3867445,1.2516388,1.2934722,1.2995974,1.1464843,1.3027898,1.2607974,angry
1.2503095,1.1978061,1.1886582,1.34222,1.2117856,1.2274774,1.390271,1.2035573,angry
1.2350633,1.1761104,1.234307,1.3834234,1.3456538,1.2778893,1.3160133,0.90231436,angry
1.2321494,1.2492383,1.2295368,1.2933266,1.3640568,1.3230114,1.1910416,1.3811475,angry
1.2341177,1.3379809,0.98985976,1.1921507,1.4031554,1.1303605,1.3415462,1.3258795,angry
1.4280951,1.1522534,1.206723,1.384406,1.3298625,1.3057806,1.3238436,1.0999783,angry
1.164827,1.3853667,1.0606971,1.4616979,1.1490352,1.2439009,1.316914,1.0868438,angry
1.00794,1.1244693,1.1742812,1.3207147,1.3852444,1.286695,1.2335354,1.2695113,angry
1.2260214,1.2033869,1.1098719,1.474574,1.2588028,1.2252432,1.4060279,1.0044295,angry
1.2354344,1.2927483,1.3182765,1.2185086,1.1203822,1.4509729,1.3255503,1.1496303,angry
1.2148523,1.1802192,0.9477744,1.4215045,1.253334,1.1525449,1.3484619,1.115806,angry
1.0184766,1.1186203,1.1222684,1.3636374,1.313941,1.1990329,1.3491882,1.080569,angry
1.182165,1.3435295,1.285106,1.1176108,1.2554283,1.1053075,1.481672,1.2279149,angry
1.122862,1.447306,1.059901,1.3732693,1.4258054,0.99837214,1.3905079,1.0713807,angry
1.2415605,1.2140485,1.2213657,1.437901,1.4930874,1.5173966,1.2665164,1.1099832,angry
1.0501684,1.2667773,1.379107,1.2413865,1.0791922,1.4254878,1.3734546,1.0656483,angry
1.2534841,1.2704716,1.0406702,1.5212649,1.4667393,1.2928535,1.3327025,1.1082568,angry
1.2095833,1.3073246,1.084107,1.2148415,1.5830629,1.2484305,1.2180369,1.393676,angry
1.1377897,1.4076693,1.2715096,1.2325515,1.2723739,1.2004666,1.3315854,1.014178,angry
1.34798,1.2133452,1.3180025,1.2007028,1.044013,1.348951,1.2866284,1.1843278,angry
1.1836363,1.0978913,1.2628242,1.2722714,1.2767131,1.0728306,1.2849759,1.32259,angry
1.3849797,1.2116641,1.049863,1.5498924,1.1614273,1.4289368,1.2929095,1.1719656,angry
1.4288262,1.3862131,1.270773,1.3659043,1.3475763,1.2576126,1.1625142,1.2697366,angry
1.2354344,1.2927483,1.3182765,1.2185086,1.1203822,1.4509729,1.3255503,1.1496303,angry
1.0323812,1.2741549,1.3390837,1.1562256,1.2406069,1.1350031,1.3182634,1.0796967,angry
1.3512262,1.1165106,1.1677233,1.3409948,1.1608834,1.0051159,1.340211,1.0365139,angry
1.4692631,1.2256719,1.0756873,1.3229856,1.1611404,1.1879641,1.3256712,1.1464334,angry
1.4119239,1.2822822,1.0041672,1.4747401,1.0893604,1.1752295,1.660004,1.3101481,angry
1.2255919,1.2083137,1.1365634,1.2697904,1.0755812,1.173036,1.3730943,1.2469368,angry
1.0587226,1.1129938,1.3439404,1.214156,1.3695357,1.1039964,1.324003,1.0680839,angry
1.2735777,1.2085441,1.2059658,1.2813302,1.0423448,1.1653097,1.4299846,1.3168845,angry
1.2361189,1.2875475,0.9952691,1.3372068,1.3880911,1.0997844,1.4305029,1.2880012,angry
1.1901642,1.2582821,1.2417474,1.2280484,1.1682283,1.1217889,1.3221256,1.2647903,angry
1.37453,1.0013595,0.87146676,1.56665,1.3530816,1.1395311,1.7886145,1.459159,angry
1.2051955,1.2983826,1.1720902,1.1571325,1.3332798,1.3376496,1.1008022,1.0971837,angry
1.2173924,1.1292925,1.278991,1.1518934,1.2708085,1.0793338,1.2470078,1.2202789,angry
1.162697,1.1910818,1.15139,1.3686222,1.2901994,1.1718234,1.290624,1.1313423,angry
1.0940516,1.2810671,1.1419469,1.2913476,1.1890033,1.216474,1.318714,1.0415248,angry
1.4394817,1.3387232,1.1110159,1.376895,1.2773342,1.1598055,1.3356981,1.25006,angry
1.2660284,1.2126756,1.1711361,1.3641815,1.2420269,1.2464308,1.3451146,1.1138719,angry
1.4442623,1.1570499,1.3174521,1.1409129,1.2026043,1.1289018,1.1727295,1.1615906,angry
1.0988796,1.0521247,0.83847654,1.5222366,1.2359114,1.1722815,1.3148459,1.2336235,angry
1.3163939,1.2803227,1.1705545,1.099832,1.1645678,0.9855425,1.3815112,1.3215433,angry
1.114954,1.3488556,1.052789,1.283934,1.4835411,1.1815095,1.4263155,1.1634672,angry
1.3981785,1.2846428,1.2415755,1.3133982,1.2565622,1.1189857,1.3033295,1.1427587,angry
1.2857147,1.0840833,1.1274583,1.217867,1.208822,1.165256,1.2906457,1.4036485,angry
1.1377897,1.4076693,1.2715096,1.2325515,1.2723739,1.2004666,1.3315854,1.014178,angry
1.1295649,1.3908963,1.0299186,1.4703526,1.2257357,1.3573484,1.2368797,1.2782656,angry
1.1901642,1.2582821,1.2417474,1.2280484,1.1682283,1.1217889,1.3221256,1.2647903,angry
1.2857147,1.0840833,1.1274583,1.217867,1.208822,1.165256,1.2906457,1.4036485,angry
1.2249799,1.3228612,1.1493279,1.4083875,1.3928897,1.2175148,1.4073265,1.0470618,angry
1.2111424,1.2069306,1.2817907,1.3623315,1.3797153,1.1643692,1.3255765,0.90789366,angry
1.0535042,1.3063608,1.0812156,1.2594002,1.4387394,0.9938966,1.400233,0.99969137,angry
1.2796233,1.3122364,0.9171564,1.5119956,1.3112216,1.2321248,1.4316015,0.9866432,angry
1.2133774,1.3899812,1.2978008,1.3720146,1.1865681,1.3459095,1.2306412,1.2506676,angry
1.4288262,1.3862131,1.270773,1.3659043,1.3475763,1.2576126,1.1625142,1.2697366,angry
1.1904566,1.2589754,0.97847056,1.2720991,1.2826539,1.13167,1.367104,1.2152749,angry
0.9518374,1.1255946,1.1887852,1.385049,1.2600678,1.413015,1.3417699,1.2720385,angry
1.3745936,1.3267932,1.2456725,1.2697307,1.389667,1.3076646,1.3478299,0.9883484,angry
1.0651515,1.1731191,1.1267635,1.4341029,1.245314,1.217628,1.3470737,1.3066922,angry
1.1938351,1.2232164,1.2289587,1.188333,1.1632074,1.0351514,1.3278618,1.0962309,angry
1.2579225,1.0166346,0.986971,1.5191171,1.4606273,1.0807067,1.2755008,1.14328,angry
1.143013,1.1243912,1.300248,1.1324813,1.3131983,1.1142391,1.2854775,1.2884654,angry
1.2904179,1.2842872,1.2315662,1.2635852,1.1200666,1.3743925,1.328646,1.2455806,angry
1.2537975,1.3467646,1.3677567,1.2014956,1.2806991,1.3093,1.2811612,1.3706042,angry
1.3002356,1.2095774,1.3640958,1.4170209,1.2404021,1.3723847,1.2099411,1.3119512,angry
1.1300609,1.2054554,1.1623517,1.3056673,1.1288149,1.4342312,1.2879707,1.2784294,angry
1.2577711,1.2845314,1.1085654,1.3564962,1.3038499,1.3688836,1.3464727,1.0817856,angry
1.0651515,1.1731191,1.1267635,1.4341029,1.245314,1.217628,1.3470737,1.3066922,angry
1.114954,1.3488556,1.052789,1.283934,1.4835411,1.1815095,1.4263157,1.1634672,angry
1.1869879,1.355084,1.1946896,1.3618263,1.3009268,1.26454,1.2881083,1.2455491,angry
1.3276027,1.4856471,1.3616884,1.0772318,1.2261678,1.3471382,1.5680301,1.1689688,angry
1.4382212,1.4004428,1.2683083,1.2208784,1.2381159,1.4021754,1.4138094,1.2642128,angry
1.1742743,1.276076,0.9990151,1.2558037,1.204692,1.1318065,1.3283453,1.2576153,angry
1.2212528,1.2274843,1.08728,1.2463542,1.0747228,1.2676855,1.3469926,1.1947241,angry
1.0587226,1.1129938,1.3439404,1.214156,1.3695357,1.1039964,1.324003,1.0680839,angry
1.2577711,1.2845314,1.1085654,1.3564962,1.3038499,1.3688836,1.3464727,1.0817856,angry
1.2109886,1.1545777,1.4706587,1.0049661,1.3359194,1.1366093,1.3651679,1.391777,angry
1.2547859,1.115174,1.2350987,1.1645472,1.1619806,1.1261145,1.2952831,1.3150413,angry
1.1483407,1.2096926,1.1141241,1.3105611,1.2147658,1.1469556,1.327457,1.1917175,angry
1.4002336,1.311302,1.1139375,1.3557366,1.1964101,1.1600133,1.5216027,1.0003757,angry
1.2718635,1.1961119,1.0662785,1.451679,1.2966586,1.2887688,1.4595939,0.93652165,angry
1.3837957,1.1841304,1.1195865,1.3342519,1.2427568,1.1700785,1.3189707,0.9870984,angry
1.1314946,1.3767164,1.2863195,1.219571,1.5404059,1.3436418,1.388557,1.16145,angry
1.21503,1.2866333,0.9752116,1.2919416,1.3271549,1.1652544,1.3473065,1.2763958,angry
1.2914809,1.342628,1.277825,1.273031,1.3968617,1.0474253,1.33195,1.1096289,angry
1.4825438,1.2560629,1.1217169,1.2798624,1.3353316,1.4046608,1.1457591,1.30085,angry
1.1840235,1.1620345,1.4402486,1.1107767,1.3215619,1.345608,1.2744559,1.4473026,angry
1.2111505,1.1738071,1.1655096,1.2481377,1.2507808,1.1097282,1.3640312,1.3541008,angry
1.0096583,1.2462041,1.1344241,1.3215023,1.2582352,1.1089453,1.3598982,1.0564965,angry
1.3737526,1.130403,1.1590677,1.3497264,1.2909073,1.1523316,1.382969,1.1817498,angry
1.400618,1.2198873,0.8740907,1.3326339,1.1765317,1.1265593,1.3863282,1.1161882,angry
1.3480507,1.312537,1.3176495,1.3741812,1.298472,1.3566172,1.2404441,1.3347592,angry
1.5654374,1.248296,1.1670533,1.3421545,1.1821349,1.2168943,1.3890865,1.1478164,angry
1.2415605,1.2140485,1.2213657,1.437901,1.4930874,1.5173966,1.2665164,1.1099832,angry
1.0942858,1.2249682,1.3002008,1.3919321,1.3064967,1.2035867,1.3022784,1.2896657,angry
1.1483407,1.2096926,1.1141241,1.3105611,1.2147658,1.1469556,1.327457,1.1917175,angry
1.2858434,1.3220673,1.1445378,1.3078302,0.9659025,1.3905988,1.345802,1.0486332,angry
1.2250336,1.1917953,1.2128452,1.1840614,1.1778703,1.2141427,1.3481761,1.4059646,angry
1.232185,1.0926331,1.1127498,1.461806,1.3195527,1.2568207,1.2997528,1.0095896,angry
1.162191,1.3514241,1.0841609,1.3261989,1.2939746,1.1016645,1.374487,1.363637,angry
1.3229396,1.3392575,1.1117026,1.3567388,1.377355,1.1206356,1.3442304,1.2017704,angry
1.3276027,1.4856471,1.3616884,1.0772319,1.2261678,1.3471382,1.5680301,1.1689689,angry
1.5038484,1.2274926,1.101357,1.436976,1.3761464,1.3727144,1.3531833,1.1899136,angry
1.3537141,1.1917663,1.3208791,1.2361428,1.2232194,1.117403,1.3459237,1.0592425,angry
1.1295649,1.3908963,1.0299186,1.4703526,1.2257357,1.3573484,1.2368797,1.2782656,angry
1.2336906,1.4127381,1.2162104,1.3640052,1.2011583,1.11493,1.2546573,1.1206927,angry
1.1718713,1.0729896,1.152672,1.160855,1.1397041,1.1483009,1.3273329,1.3640897,angry
1.2250336,1.1917953,1.2128452,1.1840614,1.1778703,1.2141427,1.3481761,1.4059646,angry
1.2439435,1.2239883,1.3402532,1.144608,1.2891386,1.1733508,1.2791615,1.2298532,angry
1.1145307,1.3793097,1.3442405,1.3657374,1.4430835,1.4043491,1.3280953,1.0423657,angry
1.1780368,1.2399381,1.2623256,1.2680262,1.1781785,1.2070166,1.2959313,1.214856,angry
1.2353697,1.2287331,1.2481729,1.2557219,1.1716273,1.2242681,1.3498355,1.0310241,angry
1.3544325,1.4173683,1.1540995,1.2599133,1.2106628,1.2881861,1.3029963,1.3075594,angry
1.3480507,1.312537,1.3176495,1.3741812,1.298472,1.3566172,1.2404441,1.3347592,angry
1.2321494,1.2492383,1.2295368,1.2933266,1.3640568,1.3230114,1.1910416,1.3811475,angry
1.2527194,1.2055092,1.3514826,1.2231985,1.0831982,1.267121,1.3887192,1.0756924,angry
1.232185,1.0926331,1.1127498,1.461806,1.3195527,1.2568207,1.2997528,1.0095896,angry
1.2536986,1.2408527,1.1313132,1.2945739,1.1614074,1.1599427,1.4464215,1.3769311,angry
1.1399314,1.152467,1.0636703,1.2560225,1.2235891,1.2399241,1.2685704,1.3254635,angry
1.2674246,1.2550236,1.1751993,1.2932886,1.2251323,1.1475778,1.3112224,1.1406257,angry
1.4151384,1.1521553,1.066,1.4161085,1.1802629,1.2723993,1.3505727,1.0343966,angry
1.293157,1.3359634,1.1138202,1.3377566,1.2853364,1.2246934,1.2396001,1.2365721,angry
1.1664178,1.2463309,1.2592951,1.1747762,1.288059,1.2883861,1.2073355,1.2751751,angry
1.2457807,1.3259484,1.23064,1.3898517,1.421957,1.1629329,1.4028289,0.96331203,angry
1.1545612,1.2253318,1.0731887,1.2575994,1.2061917,1.0682049,1.3972201,1.2249846,angry
1.368105,1.2191888,1.1059725,1.3695475,1.4308602,1.2733506,1.3915753,1.132729,angry
1.2589777,1.2769312,1.1042038,1.3013761,1.6263922,1.1674178,1.4427975,0.9657573,angry
1.284914,1.2968144,1.0675466,1.3161852,1.2832217,1.2242321,1.2468009,1.13401,angry
1.0892924,1.5017779,1.0752702,1.4129162,1.2682074,1.3317162,1.3456333,1.0585312,angry
1.4241203,1.404532,1.2243913,1.1635407,1.470061,1.2629917,1.4645805,1.3643644,angry
1.2320391,1.3000938,1.2551916,1.209986,1.3171796,0.97565633,1.4732848,1.0386722,angry
1.2361189,1.2875475,0.9952691,1.3372068,1.3880911,1.0997844,1.4305029,1.2880012,angry
1.251568,1.3268089,1.2054344,1.2865291,1.2229341,1.2798946,1.1336222,1.2256715,angry
1.4394817,1.3387232,1.1110159,1.376895,1.2773342,1.1598055,1.3356981,1.25006,angry
1.1742743,1.276076,0.9990151,1.2558037,1.204692,1.1318065,1.3283453,1.2576153,angry
1.1360971,1.3561802,1.0565661,1.4177196,1.2524709,1.4777882,1.2786654,1.0879647,angry
1.0764871,1.1362802,1.0313529,1.3124206,1.0916984,1.2434129,1.4118361,1.1141517,angry
1.2220579,1.1455514,1.3014079,1.1103057,1.1170871,1.1537815,1.329755,1.286982,angry
1.2173924,1.1292925,1.278991,1.1518934,1.2708085,1.0793338,1.2470078,1.2202789,angry
1.1309105,1.2491875,1.2781503,1.2272203,1.0404036,1.3174915,1.361646,1.218387,angry
1.3085685,1.1138242,0.9538129,1.2537494,1.1925408,1.1040938,1.4082069,1.3031355,angry
1.1603792,1.2641038,1.0389016,1.4134235,1.2438154,1.2501694,1.2581815,1.248338,angry
1.2003869,1.144195,1.1338995,1.1621239,1.0496616,1.2185524,1.4071612,1.3226925,angry
1.1399314,1.152467,1.0636703,1.2560225,1.2235891,1.2399241,1.2685704,1.3254635,angry
1.1377897,1.4076693,1.2715096,1.2325515,1.2723739,1.2004666,1.3315854,1.014178,angry
1.3745936,1.3267932,1.2456725,1.2697307,1.389667,1.3076646,1.3478299,0.9883484,angry
1.1474547,1.2387158,1.2350307,1.3052049,1.2908216,1.1897744,1.2850032,1.1445857,angry
1.2531892,1.1787711,0.9003723,1.2105991,1.2466612,1.0884634,1.3133873,1.2233872,angry
1.0892924,1.5017779,1.0752702,1.4129162,1.2682074,1.3317162,1.3456333,1.0585312,angry
1.4783547,1.2970979,1.0783076,1.4398912,1.3920021,1.283308,1.4314682,0.9684429,angry
1.635935,1.2995859,1.134735,1.2613451,1.1106167,1.125155,1.4710569,1.13133,angry
1.0184766,1.1186203,1.1222684,1.3636374,1.313941,1.1990329,1.3491882,1.080569,angry
1.3040985,1.2908721,0.9536396,1.4574126,1.5420018,1.3723391,1.3876672,1.0720208,angry
1.2197406,1.1833761,1.3345406,1.3369439,1.2521666,1.286824,1.2203375,1.309776,angry
1.3781381,1.180527,1.1765709,1.5192496,1.1985942,1.2291702,1.4292669,1.0248061,angry
1.1752965,1.0736121,1.1955979,1.3556702,1.2525812,1.0738778,1.3674288,1.3085626,angry
1.2197406,1.1833761,1.3345406,1.3369439,1.2521666,1.286824,1.2203375,1.309776,angry
1.3781471,1.1174444,1.2513661,1.3185303,1.107605,0.9467735,1.4271374,0.9848905,angry
